NCTId,BriefTitle,Acronym,OverallStatus,BriefSummary,HasResults,Condition,InterventionType,InterventionName,PrimaryOutcomeMeasure,SecondaryOutcomeMeasure,LeadSponsorName,CollaboratorName,Sex,MinimumAge,MaximumAge,MinimumAgeMonths,MaximumAgeMonths,StdAge,Phase,EnrollmentCount,LeadSponsorClass,StudyType,DesignPrimaryPurpose,OrgStudyId,SecondaryId,StartDate,PrimaryCompletionDate,CompletionDate,StudyFirstPostDate,ResultsFirstPostDate,LastUpdatePostDate,Timestamp
NCT05792059,DevElopMent of Clinical PATHwaYs to the Diagnosis of Heart Failure With Preserved Ejection Fraction,EMPATHY-HF,Unknown,"Prevalence of heart failure with preserved ejection fraction (HFpEF) continues to increase in the developed world, likely because of the increasing life expectancy and an increasing number of elderly patients.

Transthoracic echocardiography is essential for the diagnosis of HFpEF according to the current guidelines. The HFA-PEFF and H2FPEF diagnostic algorithms rely on clinical characteristics and echocardiography findings that indicate the presence of diastolic dysfunction.

These diagnostic algorithms are not applicable in remote areas where expert echocardiography cannot be performed due to the absence of modern ultrasound systems and lack of qualified specialists. Therefore, it is important to develop an algorithm to evaluate pre-test probability of HFpEF without echocardiographic markers, so it can be easily used in the primary outpatient care setting by any specialist.

The aim of this study is to find the associations between clinical and epidemiological characteristics and changes of intracardiac hemodynamics in patients with dyspnea and decreased exercise tolerance.",False,Heart Failure With Preserved Ejection Fraction (HFpEF),,,"An increased of post-exercise E/e' ratio, An increased of post-exercise pulmonary artery systolic pressure (PASP)",,National Medical Research Center for Therapy and Preventive Medicine,,All,40 Years,70 Years,480.0,840.0,"Adult, Older Adult",,80,Other Gov,Observational,,01-02/23,,2023-02-09,2023-12-31,2023-12-31,2023-03-30,,2023-04-06,2025-07-22T14:56:11.992789
NCT04826159,IMPROVE-DiCE: Study to Evaluate Effect of IMB-1018972 on Cardiac Energetics in T2DM & Obesity (Pt 1) With HFpEF (Pt 2),,Completed,The purpose of this study is to assess the activity of IMB-1018972 on cardiac energetic reserve at rest and during stress and to assess safety and tolerability,False,"Type 2 Diabetes, Diabetic Cardiomyopathies, HFpEF - Heart Failure With Preserved Ejection Fraction",Drug,IMB-1018972,"Change in cardiac PCr/ATP ratio at rest (Stage 1 and Stage 2) measured by 31P-MRS at baseline and at EOT with 200 mg BID of IMB-1018972., Change in cardiac PCr/ATP ratio with dobutamine stress (Stage 1 only) measured by 31P-MRS at baseline and at EOT with 200 mg BID of IMB-1018972","Safety and tolerability of IMB-1018972 as measured by incidence and severity of treatment emergent AEs (including AEs leading to study drug discontinuation and AEs leading to death), as well as incidence of treatment emergent SAEs","Imbria Pharmaceuticals, Inc.",University of Oxford,All,18 Years,80 Years,216.0,960.0,"Adult, Older Adult",Phase2,49,Industry,Interventional,Treatment,IMB101-005,,2021-04-21,2024-08-06,2024-08-06,2021-04-01,,2025-06-29,2025-07-22T14:56:11.992789
NCT05064709,Assessment of CCM in HF With Higher Ejection Fraction,AIM HIGHer,Recruiting,The AIM HIGHer Clinical Trial will evaluate the safety and efficacy of Cardiac Contractility Modulation (CCM) therapy in patients with heart failure with LVEF ≥40% and ≤70%.,False,"Heart Failure, Heart Failure With Preserved Ejection Fraction, Heart Failure With Mid Range Ejection Fraction, Heart Failure With Moderately Reduced Ejection Fraction, Diastolic Heart Failure","Device, Device","Cardiac Contractility Modulation Therapy via OPTIMIZERTM Smart Mini System, OPTIMIZERTM Smart Mini System","Part 1 Efficacy Endpoint - Change in 6-minute walk distance (6MWD) from baseline to 6 months., Part 1 Efficacy Endpoint - Change in the health status from baseline to 6 months as assessed by the Kansas City Cardiomyopathy Questionnaire Clinical Summary Score (KCCQ CSS)., Part 1 Safety Endpoint - The incidence of Optimizer device- or procedure-related complications within the first 12 months after implant, Part 2 Endpoint - The hierarchical composite of mortality, morbidity, and health status outcomes (KCCQ CSS).",,Impulse Dynamics,,All,18 Years,,216.0,0.0,"Adult, Older Adult",Na,1500,Industry,Interventional,Treatment,CA_CP_340,,2022-02-03,2026-02-01,2026-02-01,2021-10-01,,2025-06-05,2025-07-22T14:56:11.992789
NCT00774709,Karolinska-Rennes (KaRen) Prospective Study of Exercise Stress Echocardiography in Heart Failure With Preserved Ejection Fraction,KaRen,Completed,"Background:

Heart failure with preserved ejection fraction (HFPEF) is common but not well understood. Electrical dyssynchrony in systolic heart failure is harmful. Little is known about the prevalence and the prognostic impact of dyssynchrony in HFPEF.

Methods:

We have designed a prospective, multicentre, international, observational study to characterize HFPEF and to determine whether electrical or mechanical dyssynchrony affects prognosis. Patients presenting with acute heart failure will be screened.

Inclusion criteria will be:

acute presentation with Framingham criteria for heart failure, left ventricular EF ≥45%, BNP \>100 ng/L or NT-proBNP \>300 ng/L. Patients will return in stable condition 4-8 weeks after the index presentation and undergo questionnaires, serology, ECG and Dopplerechocardiography. Thereafter, patients will be followed for mortality and heart failure hospitalization every 6 months for at least 18 months. Sub-studies will focus on echocardiographic changes from the acute presentation to the stable condition and on exercise echocardiography.

Conclusion:

KaRen aims to characterize electrical and mechanical dyssynchrony and to assess its prognostic impact in the HFPEF. The ancillary study of the exercise stress echocardiography sought to improve our understanding of HFPEF and generate answers to the question whether dyssynchrony could be a target for therapy in HFPEF.",False,Heart Failure,,,Echocardiographic parameter,,French Cardiology Society,Fédération Française de Cardiologie,All,18 Years,,216.0,0.0,"Adult, Older Adult",,90,Other,Observational,,CCP 08 / 20- 679,,2008-10-01,2012-10-01,2012-11-01,2008-10-17,,2013-09-30,2025-07-22T14:56:11.992789
NCT04239807,3-Month Home-based Training With Whole Body Vibration (WBV) Device in Patients With Heart Failure and Preserved Ejection Fraction (GALILEO-HFpEF-HOME) (GALILEOHOME),GALILEO-HFpEF,Unknown,In order to evaluate Long-term effects of whole Body Vibration (wbv) in patients with HFpEF patients will get a training device to use at home for 3 months. Patients in the Intervention group will be introduced in the training program on the wbv-device in the study center 3-4 times and baseline parameters will be collected before start of the home based training. Patients randomized into the placebo arm be introduced into the training program according to the interventional arm but not performing the exercises on the wbv-device but on the floor.,False,Heart Failure With Preserved Ejection Fraction,"Device, Other","Group 1 GALILEO WBV, Group 2 Control",Change in Peak Oxygen consumption,,Klinikum der Universität Köln,Deutsche Stiftung für Herzforschung,All,18 Years,90 Years,216.0,1080.0,"Adult, Older Adult",Na,60,Other,Interventional,Treatment,GALILEO-HFpEF-Home,,2020-03-01,2022-06-30,2022-06-30,2020-01-27,,2020-01-27,2025-07-22T14:56:11.992789
NCT06027307,Enavogliflozin Outcome Trial in Functional Tricuspid Regurgitation,EVENT,Recruiting,"The Enavogliflozin Outcome Trial in Functional Tricuspid Regurgitation (EVENT) was designed to examine the hypothesis that, compared with placebo, therapy with the SGLT2 inhibitor enavogliflozin would improve clinical and echocardiographic outcomes in heart failure (HF) patients with functional tricuspid regurgitation (TR) and preserved left ventricular ejection fraction (LVEF).

The primary objective of the EVENT study is to test the hypothesis that, compared with placebo, therapy with enavogliflozin for 18 months would improve a composite of cardiovascular events or worsening of TR on follow-up echocardiography in HF patients with functional TR and preserved LVEF. The secondary objective is to examine whether enavogliflozin is effective in reduction of renal events and tricuspid regurgitation, and to evaluate whether beneficial effects of enavogliflozin on primary outcomes are associated with reduction of all-cause mortality.",False,"Tricuspid Regurgitation, Heart Failure With Preserved Ejection Fraction","Drug, Drug","Enavogliflozin, Placebo",Cardiovascular event,"All-cause death, Cardiovascular clinical event, Renal event, Change of TR, Change of RV strain",Asan Medical Center,Daewoong Pharmaceutical Co. LTD.,All,20 Years,80 Years,240.0,960.0,"Adult, Older Adult",Phase3,540,Other,Interventional,Treatment,2023-0070,,2023-10-25,2026-12-01,2027-10-01,2023-09-07,,2024-12-12,2025-07-22T14:56:11.992789
NCT05095688,Relationship Between Adipose Tissue Distribution and Arterial Stiffness in HFpEF,,Unknown,"Heart failure with preserved ejection fraction (HFpEF) was considered as a heterogeneous disease with multi-organ and multi-system design, which is related to various complications, such as hypertension, obesity and arteriosclerosis. Studies have found that hypertension and obesity are respectively associated with increased arterial stiffness. However, there is still no research investigating the the relationship between lipids distribution and arterial stiffness in HFpEF patients.",False,"Heart Failure With Preserved Ejection Fraction, Arterial Stiffness, Lipid Disorder",,,"Arterial stiffness, adipose tissue distribution",,Chongqing Medical University,,All,18 Years,99 Years,216.0,1188.0,"Adult, Older Adult",,50,Other,Observational,,2020-09-19,,2020-09-21,2021-12-31,2022-12-31,2021-10-27,,2021-10-27,2025-07-22T14:56:11.992789
NCT05888688,The Sarcopenia Study,,Recruiting,"The goal of this cross-sectional study is to investigate the prevalence of sarcopenia in patients with Heart Failure. The main question it aims to answer is:

Whether there is a difference in the prevalence of sarcopenia across the spectrum of HFpEF (Heart failure with preserved ejection fraction) and HFrEF (heart failure with reduced ejection fraction).

This is an observational study. The participant population involves patients with heart failure with preserved ejection fraction and heart failure with reduced ejection fraction. Healthy volunteers will be recruited as controls in addition to adults with asymptomatic Type 2 Diabetes.

Participants will undergo the following:

1. Skeletal muscle mass, quality and body composition assessments using magnetic resonance imaging (MRI) and bioelectrical impedance analysis (BIA)
2. Skeletal muscle strength assessments (Dynamometer, FysioMeter, handgrip strength)
3. Skeletal muscle energetics assessment (31p-Spectroscopy pre/post-exercise recovery)

Researchers will compare Heart failure groups with healthy controls and adults with asymptomatic type 2 Diabetes to see if there are significant differences in the strength, mass and quality of skeletal muscle.",False,"Heart Failure, Sarcopenia, Heart Failure With Reduced Ejection Fraction, Heart Failure With Preserved Ejection Fraction, Type 2 Diabetes, Frailty",,,Volumetric quadriceps skeletal muscle mass (cm^3),"HF symptoms and quality of life, Frailty assessment, Comparison of Body composition, The difference in Muscle fat fraction (percent), quadriceps Skeletal muscle strength (N), Calf plantar flexor strength (N), Handgrip strength (N), A comparison of post-exercise recovery metabolites, A comparison in distance (metres) walked during 6MWT, A comparison of daily physical activity, The Short Physical Performance Battery (SPPB) performance, Sarcopenia assessment",University of Leicester,,All,18 Years,,216.0,0.0,"Adult, Older Adult",,80,Other,Observational,,0916,,2023-12-06,2026-09-01,2026-09-01,2023-06-05,,2023-12-19,2025-07-22T14:56:11.992789
NCT04945707,Impact of Intravenous Iron Repletion On Mechanisms of Exercise InTolerance in HFpEF (IRONMET-HFpEF),IRONMETHFpEF,Recruiting,The primary objective of this study is to determine if the correction of functional iron deficiency by administering a single dose of intravenous iron (ferric derimaltose or Monoferric®) in participants with heart failure with preserved ejection fraction (HFpEF) will improve exercise capacity as measured by the change in peak oxygen uptake (peak VO2) from baseline to 12 weeks.,False,"Iron-deficiency, Heart Failure With Preserved Ejection Fraction","Drug, Drug","Ferric Derisomaltose 1000 Mg in 100 mL INTRAVENOUS SOLUTION [Monoferric], Placebo",The change in peak oxygen uptake (peak VO2) from baseline to week 12 in HFpEF subjects with functional iron deficiency following a single dose of ferric derisomaltose or placebo.,"Change in resting pulmonary capillary wedge pressure (PCWP), Change in resting pulmonary artery pressure (PAP), Change in exercise pulmonary capillary wedge pressure/ cardiac output slope (PCWP/CO slope), Change in exercise pulmonary arterial pressure/ cardiac output slope (PAP/CO slope), Change in exercise peripheral oxygen extraction C(a-v)O2, Change in resting and exercise pulmonary vascular resistance (PVR), Change in hepcidin, Change in transferrin saturation to hepcidin ratio, Change in hemojuvelin, Change in soluble transferrin receptor level, Change in NTpBNP, Change in C-reactive Protein, Change in physical activity level as measured by accelerometer motion-sensing data collection, Change in Quality of Life",Massachusetts General Hospital,"National Heart, Lung, and Blood Institute (NHLBI), Pharmacosmos A/S, National Institutes of Health (NIH)",All,18 Years,,216.0,0.0,"Adult, Older Adult",Phase4,66,Other,Interventional,Treatment,2021P001501,R01HL151841,2021-11-26,2025-02-28,2025-05-31,2021-06-30,,2023-09-26,2025-07-22T14:56:11.992789
NCT05322109,Cardiac Magnetic Resonance Tomography for Heart Failure With Preserved Ejection Fraction,,Completed,"The diagnosis of heart failure with preserved ejection fraction has so far been made primarily according to criteria determined by echocardiography, or invasively by measuring the left ventricular filling pressures. Increasingly, CMR is also evaluated with regard to the diagnosis of cardiac insufficiency with preserved pump function.However, it is still unclear which parameters can be used meaningfully for diagnostics.To answer this question, the investigators want to retrospectively evaluate data collected from patients with a clinical indication for CMR and coronary angiography.",False,"Heart Failure, Diastolic",Diagnostic Test,CMR,"Extracellular myocardial volume (%), Left atrial volume (ml)",,German Heart Institute,,All,18 Years,,216.0,0.0,"Adult, Older Adult",,190,Other,Observational,,EA2/017/22,,2021-04-23,2021-12-12,2021-12-12,2022-04-11,,2022-04-11,2025-07-22T14:56:11.992789
NCT05508256,CAtheter-Based Ablation of Atrial Fibrillation Compared to Conventional Treatment in Patients With Heart Failure With Preserved Ejection Fraction,CABA-HFPEF,Recruiting,The objective of CABA-HFPEF is to test whether catheter ablation (CA) for atrial fibrillation (AF) can prevent adverse cardiovascular outcomes in patients with heart failure with preserved (HFpEF) or mildly reduced ejection fraction (HFmrEF).,False,"Atrial Fibrillation, Heart Failure With Preserved Ejection Fraction, Heart Failure With Mildly Reduced Ejection Fraction",Device,CE-marked Catheter Ablation,"The primary outcome is defined as a composite of cardiovascular death, stroke and total (first and recurrent) unplanned cardiovascular hospitalization for heart failure or acute coronary syndrome.","All-cause mortality, Cardiovascular death, Stroke, Total (first and recurrent) unplanned cardiovascular hospitalization for heart failure or acute coronary syndrome, Unplanned hospitalization for atrial arrhythmia, Total (first and recurrent) planned and unplanned cardiovascular hospitalizations, Nights spent in hospital, Days alive and out of hospital, Atrial fibrillation burden (percentage of AF at 12 months FU Holter ECG), Change in left ventricular ejection fraction at 12 months FU, Change in NYHA class at 12 months FU, Change in EHRA score at 12 months FU, Change in quality of life at 12 months FU","Charite University, Berlin, Germany","Deutsches Zentrum für Herz-Kreislauf-Forschung (DZHK), Kompetenznetz Vorhofflimmern e.V. (AFNET), Boston Scientific Corporation",All,18 Years,,216.0,0.0,"Adult, Older Adult",Phase4,1548,Other,Interventional,Treatment,CABA-HFPEF-DZHK27,,2023-03-01,2026-07-01,2027-07-01,2022-08-19,,2023-03-06,2025-07-22T14:56:11.992789
NCT06536309,Neprilysin Inhibition to Reduce Myocardial Fibrosis in Heart Failure With Preserved Ejection Fraction,,Not Yet Recruiting,"Cardiac magnetic resonance imaging (MRI) measures of myocardial interstitial fibrosis (MIF) are elevated in heart failure with preserved ejection fraction (HFpEF) patients and associated with poor prognosis. Extracellular volume (ECV) is the most reproducible and best validated cardiac MRI measure of MIF. Sacubitril/valsartan reduces histological MIF in mice and levels of some extracellular matrix regulatory proteins in humans with HFpEF. However, the effect of sacubitril/valsartan on robust measures of MIF in humans is unknown. Demonstrating reductions in ECV with sacubitril/valsartan would clarify the mechanism of this approved medication. Given the borderline reduction in heart failure hospitalizations with sacubitril/valsartan and the heterogeneity of HFpEF pathophysiology, this result would suggest that neprilysin inhibition may particularly benefit HFpEF patients with greater MIF. The investigators propose a proof-of-concept clinical trial to evaluate the effect of neprilysin inhibition (sacubitril/valsartan vs valsartan alone) on cardiac MRI measures of fibrosis (principally ECV) and circulating protein levels.",False,"Heart Failure With Preserved Ejection Fraction, Myocardial Fibrosis","Drug, Drug","Sacubitril-valsartan, Valsartan",Change in extracellular volume by cardiac MRI,Change in left ventricular native T1 time,Brigham and Women's Hospital,,All,50 Years,85 Years,600.0,1020.0,"Adult, Older Adult",Phase4,36,Other,Interventional,Treatment,2024P001894,1K23HL168163-01A1,2025-07-01,2026-12-01,2029-09-01,2024-08-02,,2025-03-10,2025-07-22T14:56:11.992789
NCT06228807,Clinical Characteristics and Predictors of Adverse Outcomes in HFpEF,,Completed,"Heart failure with preserved ejection fraction (HFpEF) is a prevalent form of heart failure characterized by impaired left ventricle pressures and diastolic dysfunction. Despite its increasing prevalence, effective treatment options for HFpEF remain limited, probably due to its heterogenous underlying pathological etiology involving chronic systemic inflammation and metabolic dysregulation. Identifying new predictors of poor prognosis is crucial for risk stratification and tailored management.",False,Heart Failure With Preserved Ejection Fraction,Combination Product,"The study involved a comparison of clinical characteristics, medical history, laboratory biomarkers, echocardiographic measurements, angiographic findings, and clinical outcomes between two groups.",Composite Events,,Ya-Wei Xu,,All,18 Years,,216.0,0.0,"Adult, Older Adult",,584,Other,Observational,,HFpEF-CCPO,,2015-03-09,2023-09-30,2023-09-30,2024-01-29,,2024-12-02,2025-07-22T14:56:11.992789
NCT02923609,Cell Therapy in HFpEF,CELLpEF,Completed,"The primary objective of the study is to investigate safety and efficacy of transendocardial CD34+ cell therapy in patients with HFpEF by evaluating changes in myocardial structure and function, patient exercise capacity and clinical outcome.

The safety end-points include serious adverse events (SAEs), defined as any serious event that may result in persistent or significant disability or incapacity and included death, heart transplantation, sustained ventricular arrhythmia (ventricular tachycardia or ventricular fibrillation), and heart failure exacerbation requiring hospitalization.",False,Heart Failure With Normal Ejection Fraction,Biological,Cell Therapy,Change in left ventricular filling pressures (E/e') assessed by echocardiography,"Change in exercise capacity, Change in NT-proBNP levels, Change in systolic strain, Change in diastolic dysfunction grade",University Medical Centre Ljubljana,,All,18 Years,70 Years,216.0,840.0,"Adult, Older Adult",Phase2,30,Other,Interventional,Treatment,CELLpEF,,2016-01-01,2022-01-01,2022-03-01,2016-10-04,,2023-05-10,2025-07-22T14:56:11.992789
NCT03254485,A Study of the Effect of IW-1973 on the Exercise Capacity of Patients With Heart Failure With Preserved Ejection Fraction (HFpEF),CAPACITY-HFpEF,Completed,"The objective of the CAPACITY-HFpEF study is to evaluate the safety and efficacy of IW-1973 compared with placebo when administered daily for approximately 12 weeks to patients with HFpEF. The study will evaluate the effect of oral IW-1973 on peak exercise capacity in patients with HFpEF, with or without permanent or persistent atrial fibrillation.",True,Heart Failure With Preserved Ejection Fraction,"Drug, Drug","IW-1973, Placebo Oral Tablet","Number of Participants With Treatment-emergent Adverse Events (TEAEs) and Study Drug-related TEAEs, Change From Baseline in Peak Oxygen Consumption (VO2) at Week 12","Change From Baseline in 6-minute Walk Test (6MWT) Distance at Week 12, Change From Baseline in Ventilatory Efficiency at Week 12, CPET Responders at Week 12",Akebia Therapeutics,Cyclerion Therapeutics,All,45 Years,,540.0,0.0,"Adult, Older Adult",Phase2,196,Industry,Interventional,Treatment,C1973-204,,2017-11-07,2019-08-19,2019-08-19,2017-08-18,2022-09-15,2022-09-15,2025-07-22T14:56:11.992789
NCT06699056,AI-Enabled Direct-from-ECG Ejection Fraction (EF) Severity Assessment Using COR ECG Wearable Monitor,EFACT,Recruiting,"This prospective, multicenter, cluster-randomized controlled study aims to evaluate the accuracy of an investigational artificial intelligence (AI) Software as a Medical Device (SaMD) designed to compute ejection fraction (EF) severity categories based on the American Society of Echocardiography's (ASE) 4-category scale. The software analyzes continuous ECG waveform data acquired by the FDA-cleared Peerbridge COR® ECG Wearable Monitor, an ambulatory patch device designed for use during daily activities. The AI software assists clinicians in cardiac evaluations by estimating EF severity, which reflects how well the heart pumps blood.

In this study, EF severity determination will be made using 5-minute ECG recordings collected during a 15-minute resting period with participants seated upright. The results will be compared to EF severity obtained from an FDA-cleared, non-contrast transthoracic echocardiogram (TTE) predicate device. This comparison aims to validate the accuracy of the AI software.",False,"Ventricular Ejection Fraction, LVF, LV Dysfunction, Atrial Enlargement, Conduction Defect, Heart Failure, Valvular Heart Disease, Ischemic Heart Disease, Cardiotoxicity, Myocardial Infarction, Dilated Cardiomyopathy, HFrEF - Heart Failure With Reduced Ejection Fraction, HFpEF - Heart Failure With Preserved Ejection Fraction, Syncope, Remodeling, Cardiac",Device,15-minutes of sitting during COR ECG Acquistion,Agreement of CorEFS Software EF Severity Categories Using Peerbridge CORTM ECG Data with ASE EF Severity Categories Established by Ultrasound Echocardiography,Confirmation of ≥80% Agreement Between Peerbridge CorTM ECG Data and Reference Standard ECHO in EF Severity Categorization Using 15-Minute Continuous Monitoring: Secondary Endpoint Analysis,"Peerbridge Health, Inc",,All,18 Years,,216.0,0.0,"Adult, Older Adult",,1500,Industry,Observational,,PBH-COREFS-1-A,PBH-COREFS-1-A,2024-11-21,2025-09-01,2025-09-01,2024-11-21,,2025-02-11,2025-07-22T14:56:11.992789
NCT06208007,Arterial Stiffening as a Predictor for Diastolic Cardiac Dysfunction and HFpEF,ARTSPREDICTION,Recruiting,"Patients at risk for developing heart failure with preserved ejection fraction (HFpEF) will undergo a structured clinical assessment, transthoracic echocardiography and pulse-wave analysis to investigate the association of arterial stiffening and the development of cardiac diastolic dysfuntion and HFpEF.",False,"Heart Failure With Preserved Ejection Fraction, Cardiovascular Morbidity",,,"Change in HFA-PEFF-Score, Development of HFpEF, Composite endpoint cardiovascular events","Change of individual parameters included in the HFA-PEFF-Score, Change of NT-proBNP, Change of NYHA-class, Development or aggravation of albuminuria, Change of blood-creatinine",University Medical Center Goettingen,,All,18 Years,,216.0,0.0,"Adult, Older Adult",,150,Other,Observational,,9/12/23,,2024-02-23,2026-01-01,2028-01-01,2024-01-17,,2024-05-09,2025-07-22T14:56:11.992789
NCT02262078,Inhaled Sodium Nitrite on Heart Failure With Preserved Ejection Fraction,,Completed,Heart failure with preserved ejection fraction (HFpEF) is a major public health problem that has no proven effective treatment. This study will assess the effects of nebulized inhaled nitrite administration on resting and exercise hemodynamics in patients with HFpEF referred to the catheterization lab.,True,Heart Failure,"Drug, Other","Sodium Nitrite Inhalation Solution, Placebo",Change in Pulmonary Capillary Wedge Pressure During Exercise,,Mayo Clinic,"Aires Pharmaceuticals, Inc., National Heart, Lung, and Blood Institute (NHLBI)",All,18 Years,,216.0,0.0,"Adult, Older Adult",Phase2,26,Other,Interventional,Diagnostic,14-005091,"R01HL128526, U10HL110262",2014-10-01,2015-12-01,2015-12-01,2014-10-10,2017-01-19,2017-08-29,2025-07-22T14:56:11.992789
NCT01714752,Evaluation of Left Ventricular Filling Pressures During Exercise,PREFFORT,Completed,"Heart failure with preserved ejection fraction (HFPEF) is common and is a real public health issue. Diagnosis, especially when there are no congestive signs, is difficult. It has been shown that many patients with suspected HFPEF had left ventricular (LV) filling pressures elevated only at exercise (normal at rest).

Using stress echocardiography and taking into account left atrial (LA) remodeling at rest as a ""memory"" of chronic elevation of filling pressures. We believe that it is possible to improve the noninvasive diagnosis of exercise elevation of the LV end-diastolic pressure (LVEDP).",False,"Heart Failure With Preserved Ejection Fraction (HFPEF), Left Ventricular End Diastolic Pressure (LVEDP)",Procedure,measure of left ventricular and diastolic pressure at exercise,E/Ea ratio,"left atrial (LA) morphology, LA function at rest, E/Ea ratio at exercise with LA remodeling indices at rest",French Cardiology Society,French Federation of Cardiology,All,18 Years,,216.0,0.0,"Adult, Older Adult",Na,60,Other,Interventional,Diagnostic,2012-02,,2012-12-01,2013-09-01,2013-09-01,2012-10-26,,2013-09-30,2025-07-22T14:56:11.992789
NCT03226652,Heart Function in Patients Assessed for Sleep Apnoea,,Completed,This study aims to determine the prevalence and prognosis of heart failure with preserved ejection function (HFpEF) among patients being assessed for sleep disordered breathing (SDB).,True,"Heart Failure With Preserved Ejection Fraction, Sleep Disordered Breathing, Heart Failure With Normal Ejection Fraction, Obstructive Sleep Apnea, Central Sleep Apnea, Heart Failure",,,Number of Participants With Unrecognised Heart Failure With Preserved Ejection Fraction (HFpEF) in Cohort With Clinically Suspected Sleep Disordered Breathing (SDB),,Imperial College London,Royal Brompton & Harefield NHS Foundation Trust,All,40 Years,,480.0,0.0,"Adult, Older Adult",,101,Other,Observational,,17IC3980,,2017-07-24,2019-04-01,2019-04-01,2017-07-24,2021-02-17,2021-02-17,2025-07-22T14:56:11.992789
NCT04404452,Heart Failure Monitoring With Eko Electronic Stethoscopes,HOME0,Terminated,"This proof-of-concept study will evaluate the feasibility of the Eko DUO to measure signals relevant to heart failure (HF) decompensation, as well as the feasibility to develop an algorithm to model hemodynamic filling pressures in HF patients under active decompensation in a cardiac intensive care unit (CICU) or coronary care unit (CCU). To also assess the performance of the Eko CORE to detect signals of an HF event, this study will also take heart and lung sound measurements with the Eko CORE.",False,"Heart Failure, Crackles, Heart Failure With Preserved Ejection Fraction",Device,Use of Eko CORE and Eko DUO electronic stethoscopes,"Feasibility of use of Eko DUO by protocol compliance, Feasibility of use of Eko CORE","Intra-Subject Reproducibility of Normalized EMAT, Intra-Subject Reproducibility of HRV, Intra-Subject Reproducibility of S3 Heart Sound, Algorithm Model Development of Hemodynamic Status based on time since invasive right heart catheter insertion","Eko Devices, Inc.",,All,18 Years,,216.0,0.0,"Adult, Older Adult",,15,Industry,Observational,,2020.2,,2020-07-06,2020-12-14,2020-12-14,2020-05-27,,2021-03-08,2025-07-22T14:56:11.992789
NCT02918552,Oral Nitrite for Older Heart Failure With Preserved Ejection Fraction,ONOH,Completed,"This is a randomized double blinded controlled trial of 20-40 mg sodium nitrite tid in subjects with HFpEF. Primary outcomes are measures of physical function with non-invasive and invasive cardiopulmonary exercise testing, and fatigability, skeletal muscle bioenergetics, serology including inflammatory markers and platelet bioenergetics, quality of life measures.",True,Heart Failure,"Drug, Drug","sodium nitrite, Control",Cardiorespiratory Fitness,"Perceived Fatigability, Bioenergetics: In-Vivo 31P MRS Respirations, Bioenergetics: Ex-Vivo Mitochondrial Respiration Analysis, Exercise-induced Changes in Pulmonary Arterial Pressure, Exercise-induced Changes in Pulmonary Capillary Wedge Pressure, Patients With Pulmonary Hypertension, Steps From Accelerometry Assessment of Daily Activity, Sedentary Events From Accelerometry Assessment of Daily Activity, Light Activity Duration From Accelerometry Assessment of Daily Activity, Moderate to Vigorous Physical Activity From Accelerometry Assessment of Daily Activity, Vector Magnitude Counts From Accelerometry Assessment of Daily Activity, Sedentary Event Duration From Accelerometry Assessment of Daily Activity, Light Activity Events Percentage of Day From Accelerometry Assessment of Daily Activity, Moderate to Vigorous Physical Activity Percentage From Accelerometry Assessment of Daily Activity","Gladwin, Mark, MD",National Institute on Aging (NIA),All,70 Years,,840.0,0.0,Older Adult,Phase2,15,Indiv,Interventional,Treatment,STUDY19070450,1R56AG051637-01A1,2017-04-03,2018-12-02,2018-12-31,2016-09-29,2020-01-22,2020-01-22,2025-07-22T14:56:11.992789
